,county_x,state_name,lat,lng,population,county_state,density
2384,Alcona,Michigan,44.6854,-83.5938,10310,Alcona_MI,15.286983082009995
2385,Leslie,Kentucky,37.0941,-83.3811,10261,Leslie_KY,25.396628963195806
2386,Montgomery,Iowa,41.0301,-95.1564,10254,Montgomery_IA,24.1908087194489
2387,Roberts,South Dakota,45.6296,-96.9461,10219,Roberts_SD,9.279202382681971
2388,Nemaha,Kansas,39.7834,-96.0141,10213,Nemaha_KS,14.224432095154528
2389,Love,Oklahoma,33.9499,-97.2441,10196,Love_OK,19.783460747409677
2390,Pike,Arkansas,34.1635,-93.6564,10182,Pike_AR,16.885292117875327
2391,Bullock,Alabama,32.1005,-85.7157,10157,Bullock_AL,16.25093998496024
2392,Howard,Missouri,39.1425,-92.6963,10141,Howard_MO,21.773951131532613
2393,Noxubee,Mississippi,33.1102,-88.5698,10136,Noxubee_MS,14.588580722232617
2394,Lanier,Georgia,31.0379,-83.0628,10094,Lanier_GA,54.03061770688363
2395,Holt,Nebraska,42.4557,-98.7838,10093,Holt_NE,4.183349498064377
2396,Perry,Arkansas,34.9475,-92.9313,10073,Perry_AR,18.283297636766253
2397,Lowndes,Alabama,32.1547,-86.6501,10008,Lowndes_AL,13.93988355572889
2398,Marshall,Kansas,39.7836,-96.5229,10001,Marshall_KS,11.081072097326405
2399,Sabine,Texas,31.3432,-93.8518,9998,Sabine_TX,20.39284475901034
2400,Chicot,Arkansas,33.267,-91.2937,9997,Chicot_AR,15.522568824433645
2401,Franklin,Iowa,42.7325,-93.2625,9977,Franklin_IA,17.129661424352722
2402,Emery,Utah,38.9967,-110.7006,9968,Emery_UT,2.239069151027101
2403,Keokuk,Iowa,41.3365,-92.1786,9964,Keokuk_IA,17.2033356929505
2404,Jackson,Minnesota,43.6742,-95.1541,9964,Jackson_MN,14.20000285026151
2405,Lewis,Missouri,40.0969,-91.7221,9945,Lewis_MO,19.692679352884102
2406,Webster,Mississippi,33.6131,-89.2848,9942,Webster_MS,23.531917915216926
2407,Nome,Alaska,64.9111,-164.0274,9925,Nome_AK,0.4315046665544972
2408,Yuma,Colorado,40.0029,-102.4243,9921,Yuma_CO,4.193525207224648
2409,Switzerland,Indiana,38.8262,-85.037,9914,Switzerland_IN,44.82322090604937
2410,Benewah,Idaho,47.2176,-116.6587,9913,Benewah_ID,12.773332302498485
2411,Pulaski,Georgia,32.2323,-83.476,9893,Pulaski_GA,39.98464150028292
2412,Runnels,Texas,31.8311,-99.9762,9880,Runnels_TX,9.402986495103404
2413,Calhoun,Iowa,42.3852,-94.6404,9858,Calhoun_IA,17.290186792949225
2414,Martin,Indiana,38.708,-86.8031,9854,Martin_IN,29.315166299756054
2415,Ochiltree,Texas,36.2784,-100.8157,9852,Ochiltree_TX,10.737172500980863
2416,Scott,Arkansas,34.8607,-94.0633,9839,Scott_AR,11.007070300264017
2417,Carroll,Mississippi,33.4485,-89.9202,9828,Carroll_MS,15.656412788937919
2418,Duval,Texas,27.6814,-98.5089,9824,Duval_TX,5.47997166301298
2419,Grundy,Missouri,40.1139,-93.5653,9822,Grundy_MO,22.53682713046671
2420,McLean,North Dakota,47.6069,-101.3218,9807,McLean_ND,4.647977440223702
2421,Swift,Minnesota,45.2827,-95.6815,9787,Swift_MN,13.162885155945288
2422,Wayne,Nebraska,42.2093,-97.1193,9786,Wayne_NE,22.06887220079832
2423,Sac,Iowa,42.3862,-95.1054,9759,Sac_IA,16.94800458476607
2424,Madison,Louisiana,32.3644,-91.2427,9757,Madison_LA,15.633963050201093
2425,Parmer,Texas,34.5301,-102.7845,9752,Parmer_TX,11.06095320191457
2426,Cumberland,Virginia,37.5121,-78.245,9745,Cumberland_VA,32.65203551683699
2427,Linn,Kansas,38.2123,-94.843,9723,Linn_KS,16.24100088529574
2428,Montgomery,Mississippi,33.4941,-89.6164,9708,Montgomery_MS,23.86137397075089
2429,McCormick,South Carolina,33.8995,-82.3099,9701,McCormick_SC,26.98019801980198
2430,Grand,Utah,38.982,-109.5698,9697,Grand_UT,2.6339377872423646
2431,Clarke,Iowa,41.029,-93.7852,9690,Clarke_IA,22.47634069400631
2432,Stevens,Minnesota,45.5861,-96.0003,9686,Stevens_MN,17.233035618973066
2433,Marion,Texas,32.798,-94.3572,9631,Marion_TX,25.264290023871357
2434,Rock,Minnesota,43.6747,-96.2532,9628,Rock_MN,19.949855991380204
2435,West Carroll,Louisiana,32.7885,-91.4568,9622,West Carroll_LA,26.772398441847525
2436,Beaverhead,Montana,45.1327,-112.8988,9590,Beaverhead_MT,1.7303254419186223
2437,Tunica,Mississippi,34.6507,-90.375,9586,Tunica_MS,21.07693322486313
2438,Humboldt,Iowa,42.7765,-94.2072,9573,Humboldt_IA,22.03678552519509
2439,Mountrail,North Dakota,48.2013,-102.3557,9567,Mountrail_ND,5.245267088100968
2440,Caldwell,Louisiana,32.0925,-92.1166,9563,Caldwell_LA,18.063163461901706
2441,Wilkes,Georgia,33.7819,-82.7432,9553,Wilkes_GA,20.26645734773108
2442,Zavala,Texas,28.8662,-99.7605,9532,Zavala_TX,7.340890887807282
2443,Deer Lodge,Montana,46.0608,-113.0678,9512,Deer Lodge_MT,12.90672745529051
2444,Somervell,Texas,32.2222,-97.7746,9510,Somervell_TX,50.809424587273604
2445,Yellow Medicine,Minnesota,44.7162,-95.8684,9509,Yellow Medicine_MN,12.54551691382131
2446,Latimer,Oklahoma,34.876,-95.2504,9495,Latimer_OK,13.14787376933409
2447,Iron,Missouri,37.5552,-90.7734,9482,Iron_MO,17.198099176551672
2448,Cheyenne,Nebraska,41.2198,-102.995,9478,Cheyenne_NE,7.9224969490278685
2449,Brewster,Texas,29.8119,-103.2517,9464,Brewster_TX,1.5282732159784
2450,Howard,Iowa,43.3568,-92.3172,9459,Howard_IA,19.980988593155896
2451,Greenlee,Arizona,33.2152,-109.2402,9452,Greenlee_AZ,5.1174878180833785
2452,St. Clair,Missouri,38.0372,-93.776,9451,St. Clair_MO,13.96713268111016
2453,Hamilton,Nebraska,40.873,-98.0229,9438,Hamilton_NE,17.3594761624485
2454,Brown,Kansas,39.8265,-95.5642,9415,Brown_KS,16.498151295845236
2455,Nowata,Oklahoma,36.7985,-95.6174,9392,Nowata_OK,16.624480042481633
2456,Rice,Kansas,38.3472,-98.201,9389,Rice_KS,12.922183379669134
2457,Irwin,Georgia,31.6022,-83.2764,9385,Irwin_GA,26.30251394299487
2458,Montmorency,Michigan,45.0276,-84.1272,9372,Montmorency_MI,17.113744681628106
2459,Clear Creek,Colorado,39.6891,-105.6444,9358,Clear Creek_CO,23.66418004804653
2460,Pipestone,Minnesota,44.023,-96.2587,9352,Pipestone_MN,20.07340788598167
2461,Emmet,Iowa,43.3781,-94.6785,9316,Emmet_IA,23.54070854601506
2462,Todd,South Dakota,43.1934,-100.7184,9293,Todd_SD,6.694666167190157
2463,Charles Mix,South Dakota,43.2079,-98.5879,9281,Charles Mix_SD,8.45595269550006
2464,Stephens,Texas,32.7359,-98.8362,9278,Stephens_TX,10.370651882321381
2465,Forest,Wisconsin,45.6673,-88.7704,9261,Forest_WI,9.132685765001726
2466,Jones,North Carolina,35.0217,-77.3552,9245,Jones_NC,19.591845384419766
2467,Clinton,Kentucky,36.7274,-85.1362,9240,Clinton_KY,46.79428745062291
2468,Jasper,Illinois,39.0101,-88.1538,9233,Jasper_IL,18.675161812297734
2469,Johnson,Georgia,32.7015,-82.6601,9192,Johnson_GA,30.211003746795505
2470,Chattahoochee,Georgia,32.347,-84.787,9181,Chattahoochee_GA,36.905575431121115
2471,Davis,Iowa,40.7477,-92.4097,9127,Davis_IA,18.136475637866624
2472,McLean,Kentucky,37.5292,-87.2636,9127,McLean_KY,35.890680298859614
2473,Pratt,Kansas,37.6477,-98.7396,9120,Pratt_KS,12.408332086150832
2474,Seminole,Georgia,30.9388,-84.8688,9117,Seminole_GA,38.300285666274576
2475,Stillwater,Montana,45.6691,-109.3952,9052,Stillwater_MT,5.042644101409957
2476,Richmond,Virginia,37.9426,-76.7252,9047,Richmond_VA,47.25268985688916
2477,Richmond,Virginia,37.9426,-76.7252,9047,Richmond_VA,150.60762443815548
2478,Hancock,Kentucky,37.8415,-86.7779,9032,Hancock_KY,47.83898305084745
2479,Mitchell,Texas,32.3062,-100.9211,8989,Mitchell_TX,9.877587798338535
2480,Phelps,Nebraska,40.5111,-99.4145,8983,Phelps_NE,16.636109413485933
2481,Cuming,Nebraska,41.9164,-96.7874,8976,Cuming_NE,15.692307692307692
2482,Madison,Montana,45.3007,-111.9203,8975,Madison_MT,2.5024117952120988
2483,Cloud,Kansas,39.4803,-97.6493,8973,Cloud_KS,12.53860235037659
2484,Crittenden,Kentucky,37.3527,-88.0972,8972,Crittenden_KY,24.77494891478434
2485,Marshall,Minnesota,48.3581,-96.3685,8961,Marshall_MN,5.056312914729382
2486,Livingston,Kentucky,37.2096,-88.3537,8941,Livingston_KY,28.287142495570745
2487,Terrell,Georgia,31.777,-84.437,8941,Terrell_GA,26.660106747771117
2488,Clearwater,Idaho,46.6736,-115.6567,8921,Clearwater_ID,3.6243601202567644
2489,Turner,Georgia,31.7164,-83.6241,8915,Turner_GA,31.168059294479605
2490,Claiborne,Mississippi,31.9737,-90.9118,8908,Claiborne_MS,18.300223925057008
2491,Palo Alto,Iowa,43.0821,-94.6781,8902,Palo Alto_IA,15.788446872284197
2492,Caldwell,Missouri,39.6557,-93.9827,8890,Caldwell_MO,20.706200214282386
2493,Dawson,Montana,47.2664,-104.8995,8874,Dawson_MT,3.7393495537557837
2494,White Pine,Nevada,39.4422,-114.9016,8856,White Pine_NV,0.9977489809575957
2495,Kemper,Mississippi,32.7546,-88.6412,8855,Kemper_MS,11.558090663464425
2496,Lyon,Kentucky,37.0191,-88.0832,8831,Lyon_KY,40.941121928604545
2497,Alger,Michigan,46.4086,-86.604,8813,Alger_MI,9.601996012333439
2498,Sublette,Wyoming,42.7669,-109.9147,8806,Sublette_WY,1.8035583719229833
2499,Wilkinson,Georgia,32.8024,-83.1712,8795,Wilkinson_GA,19.695001791472592
2500,Wilcox,Georgia,31.9729,-83.4323,8784,Wilcox_GA,23.097554562187746
2501,Ozark,Missouri,36.6493,-92.4447,8773,Ozark_MO,11.821060432527117
2502,Turner,South Dakota,43.3109,-97.1487,8772,Turner_SD,14.221328750689016
2503,Gallatin,Kentucky,38.7569,-84.8593,8749,Gallatin_KY,88.54366966906183
2504,Catahoula,Louisiana,31.6662,-91.847,8738,Catahoula_LA,12.418105592268883
2505,Archer,Texas,33.6153,-98.6877,8734,Archer_TX,9.600967351874244
2506,Greene,Iowa,42.0363,-94.3968,8722,Greene_IA,15.344557625657536
2507,Benton,Indiana,40.6063,-87.3109,8708,Benton_IN,21.43191159459526
2508,Oregon,Missouri,36.6867,-91.4033,8704,Oregon_MO,10.99823098306798
2509,Custer,South Dakota,43.6776,-103.4515,8686,Custer_SD,5.576205791909815
2510,Lucas,Iowa,41.0294,-93.3277,8685,Lucas_IA,20.171873185460456
2511,Montgomery,Georgia,32.1734,-82.5348,8675,Montgomery_GA,35.36053478987486
2512,Jenkins,Georgia,32.7924,-81.9635,8674,Jenkins_GA,24.796318001200653
2513,Monroe,Missouri,39.4954,-92.0007,8672,Monroe_MO,13.424564227994674
2514,Modoc,California,41.5898,-120.725,8646,Modoc_CA,2.192135087852742
2515,Hancock,Georgia,33.2704,-83.0007,8630,Hancock_GA,18.23444895199459
2516,Jack,Texas,33.2335,-98.1725,8623,Jack_TX,9.407490644876228
2517,Monona,Iowa,42.0516,-95.9599,8619,Monona_IA,12.43507617728532
2518,Woods,Oklahoma,36.7669,-98.8651,8619,Woods_OK,6.699207971583357
2519,Quay,New Mexico,35.1043,-103.5498,8616,Quay_NM,2.9969425342530083
2520,Platte,Wyoming,42.1331,-104.9659,8606,Platte_WY,4.127716518060558
2521,Blaine,Oklahoma,35.8752,-98.4334,8603,Blaine_OK,9.26618054134399
2522,Johnson,Wyoming,44.0388,-106.5847,8602,Johnson_WY,2.064671601524622
2523,Clearwater,Minnesota,47.5777,-95.379,8579,Clearwater_MN,8.624624262347819
2524,Montgomery,Arkansas,34.5389,-93.6596,8571,Montgomery_AR,10.975375513810457
2525,Perry,Tennessee,35.6426,-87.859,8561,Perry_TN,20.63438501771554
2526,Wilson,Kansas,37.5593,-95.7434,8559,Wilson_KS,14.916087206566635
2527,Trimble,Kentucky,38.613,-85.3375,8531,Trimble_KY,57.31273093718509
2528,Mathews,Virginia,37.4353,-76.3438,8517,Mathews_VA,99.4047619047619
2529,Lee,Arkansas,34.7805,-90.7808,8511,Lee_AR,14.145863112056643
2530,Dimmit,Texas,28.4226,-99.7566,8507,Dimmit_TX,6.391867218669932
2531,Hickory,Missouri,37.9408,-93.3207,8501,Hickory_MO,21.32553997441236
2532,Warren,Indiana,40.3469,-87.3533,8469,Warren_IN,23.2103705327779
2533,Carroll,Missouri,39.427,-93.5052,8459,Carroll_MO,12.176128512206356
2534,Kiowa,Oklahoma,34.9164,-98.9809,8458,Kiowa_OK,8.336618829837565
2535,Daviess,Missouri,39.9608,-93.9855,8449,Daviess_MO,14.902023034728469
2536,Maries,Missouri,38.1616,-91.9249,8435,Maries_MO,15.98355219525136
2537,Bracken,Kentucky,38.6888,-84.0901,8427,Bracken_KY,41.46737525834072
2538,Butler,Nebraska,41.2261,-97.1318,8413,Butler_NE,14.415942699497934
2539,Sitka,Alaska,57.2424,-135.3145,8393,Sitka_AK,2.9203404338234784
2540,Wilkinson,Mississippi,31.1611,-91.3109,8376,Wilkinson_MS,12.377715383478646
2541,Ritchie,West Virginia,39.1783,-81.063,8372,Ritchie_WV,18.46045291173293
2542,Knox,Nebraska,42.6368,-97.8919,8362,Knox_NE,7.5461141392628965
2543,Cedar,Nebraska,42.5993,-97.2524,8344,Cedar_NE,11.272172162706186
2544,Mercer,North Dakota,47.3092,-101.8315,8341,Mercer_ND,7.978077265205789
2545,Oscoda,Michigan,44.6818,-84.1298,8338,Oscoda_MI,14.757522123893805
2546,Hamilton,Texas,31.7048,-98.1107,8320,Hamilton_TX,9.955606609948427
2547,Coffey,Kansas,38.2369,-95.7341,8304,Coffey_KS,13.186184994045256
2548,Houston,Tennessee,36.286,-87.7171,8293,Houston_TN,41.42150741721193
2549,Atkinson,Georgia,31.2971,-82.8801,8261,Atkinson_GA,24.437936338894804
2550,Lake,Oregon,42.7935,-120.3874,8254,Lake_OR,1.014534615739176
2551,Webster,West Virginia,38.4947,-80.4219,8253,Webster_WV,14.844326132705001
2552,Baraga,Michigan,46.6626,-88.3652,8249,Baraga_MI,9.125
2553,Keith,Nebraska,41.1988,-101.6615,8239,Keith_NE,7.763413301170307
2554,Rosebud,Montana,46.2297,-106.7307,8236,Rosebud_MT,1.6431348842962512
2555,Perry,Alabama,32.6385,-87.2944,8231,Perry_AL,11.440206816033802
2556,Nevada,Arkansas,33.664,-93.3072,8228,Nevada_AR,13.272038067586095
2557,Franklin,Virginia,36.6831,-76.9386,8212,Franklin_VA,11.865680268177089
2558,Franklin,Virginia,36.6831,-76.9386,8212,Franklin_VA,983.4730538922156
2559,Dawes,Nebraska,42.7197,-103.1354,8212,Dawes_NE,5.881510342061537
2560,Harrison,Missouri,40.3547,-93.992,8198,Harrison_MO,11.305559003213217
2561,Tyler,West Virginia,39.4653,-80.8848,8181,Tyler_WV,31.76347258891132
2562,Choctaw,Mississippi,33.3473,-89.2484,8172,Choctaw_MS,19.498926270579812
2563,Lemhi,Idaho,44.9433,-113.9333,8166,Lemhi_ID,1.789157260043469
2564,Prairie,Arkansas,34.8297,-91.5528,8162,Prairie_AR,12.636044153391236
2565,Murray,Minnesota,44.0221,-95.7633,8119,Murray_MN,11.525630651732607
2566,Schoolcraft,Michigan,46.1966,-86.1996,8093,Schoolcraft_MI,6.869477383266418
2567,Clay,Kansas,39.3497,-97.1652,8071,Clay_KS,12.535723161033797
2568,Boise,Idaho,43.9891,-115.7303,8045,Boise_ID,4.228735426763243
2569,Graham,North Carolina,35.3502,-83.8335,8041,Graham_NC,27.531071318519533
2570,Lafayette,Florida,29.9855,-83.1811,8035,Lafayette_FL,14.801783214206763
2571,San Miguel,Colorado,38.0038,-108.4059,8026,San Miguel_CO,6.238631947143412
2572,Power,Idaho,42.6937,-112.8407,8018,Power_ID,5.7044473060751155
2573,Kane,Utah,37.2851,-111.8879,7996,Kane_UT,2.0030260824256754
2574,Traill,North Dakota,47.4542,-97.1616,7980,Traill_ND,9.258722110710183
2575,Hamilton,Illinois,38.0816,-88.5391,7972,Hamilton_IL,18.319698501700522
2576,Clay,West Virginia,38.4625,-81.0751,7946,Clay_WV,23.206775700934582
2577,Thomas,Kansas,39.3509,-101.0555,7913,Thomas_KS,7.362436963843764
2578,San Augustine,Texas,31.3942,-94.1682,7889,San Augustine_TX,14.944967510940193
2579,Twiggs,Georgia,32.6672,-83.4271,7869,Twiggs_GA,21.8407394043687
2580,Searcy,Arkansas,35.911,-92.6995,7861,Searcy_AR,11.782957355916961
2581,Pocahontas,West Virginia,38.3318,-80.0078,7855,Pocahontas_WV,8.3538057407821
2582,Anderson,Kansas,38.2142,-95.2933,7819,Anderson_KS,13.413504425993276
2583,Richardson,Nebraska,40.125,-95.7175,7797,Richardson_NE,14.092831580088928
2584,Taylor,Georgia,32.5555,-84.2505,7786,Taylor_GA,20.628444256040694
2585,Lincoln,Georgia,33.7936,-82.4512,7773,Lincoln_GA,36.82315599981051
2586,Doddridge,West Virginia,39.2692,-80.707,7767,Doddridge_WV,24.239303436007862
2587,Coleman,Texas,31.7732,-99.4536,7765,Coleman_TX,6.161720361847325
2588,Allendale,South Carolina,32.9881,-81.3582,7738,Allendale_SC,18.95639392454679
2589,Washakie,Wyoming,43.905,-107.6828,7708,Washakie_WY,3.440979259484121
2590,Merrick,Nebraska,41.169,-98.038,7696,Merrick_NE,15.871968322059066
2591,Ballard,Kentucky,37.0585,-88.9995,7678,Ballard_KY,30.57015448319796
2592,Decatur,Iowa,40.7377,-93.7863,7669,Decatur_IA,14.420834900338475
2593,Major,Oklahoma,36.3116,-98.5359,7656,Major_OK,8.002006772858397
2594,Nicholas,Kentucky,38.3356,-84.0153,7655,Nicholas_KY,38.934947357713234
2595,Franklin,Mississippi,31.4772,-90.8979,7655,Franklin_MS,13.558271342543392
2596,Liberty,Florida,30.2413,-84.8829,7650,Liberty_FL,9.152140883151686
2597,Dade,Missouri,37.4321,-93.8503,7627,Dade_MO,15.55451319492597
2598,Clay,Tennessee,36.5511,-85.5439,7621,Clay_TN,32.27732836389818
2599,Northwest Arctic,Alaska,67.0598,-159.7062,7611,Northwest Arctic_AK,0.21201537452706729
2600,Benton,Mississippi,34.8173,-89.1885,7592,Benton_MS,18.663192310528775
2601,Yoakum,Texas,33.173,-102.8278,7589,Yoakum_TX,9.48921537980619
2602,Greene,Alabama,32.8531,-87.9522,7589,Greene_AL,11.750042578227816
2603,Pleasants,West Virginia,39.371,-81.1606,7572,Pleasants_WV,57.920905683469755
2604,Humphreys,Mississippi,33.1287,-90.5266,7570,Humphreys_MS,18.10614939367122
2605,McCulloch,Texas,31.1989,-99.3475,7565,McCulloch_TX,7.074655619044057
2606,Monroe,Iowa,41.0298,-92.869,7546,Monroe_IA,17.410765787591426
2607,Grant,South Dakota,45.1719,-96.7677,7544,Grant_SD,11.053317900104028
2608,Valley,Montana,48.3653,-106.6675,7540,Valley_MT,1.5322089006299533
2609,Winkler,Texas,31.8501,-103.0483,7540,Winkler_TX,8.964984245883123
2610,Conejos,Colorado,37.2007,-106.1916,7536,Conejos_CO,5.854477090163297
2611,Wallowa,Oregon,45.5799,-117.181,7532,Wallowa_OR,2.394653678139724
2612,Red River,Louisiana,32.0931,-93.3398,7529,Red River_LA,19.34033753756839
2613,Harney,Oregon,43.0641,-118.968,7515,Harney_OR,0.7415389078508396
2614,Doniphan,Kansas,39.7881,-95.1468,7492,Doniphan_KS,19.103472895099188
2615,Cleveland,Arkansas,33.8984,-92.1852,7491,Cleveland_AR,12.532204637467796
2616,Marion,Georgia,32.3535,-84.5246,7474,Marion_GA,20.365122615803816
2617,Adair,Iowa,41.3307,-94.471,7471,Adair_IA,13.123133672931672
2618,Wheeler,Georgia,32.117,-82.7246,7434,Wheeler_GA,24.969770253929866
2619,Lexington,Virginia,37.7825,-79.444,7420,Lexington_VA,2979.9196787148594
2620,Lake,Colorado,39.2025,-106.3448,7411,Lake_CO,19.663562312611106
2621,Rappahannock,Virginia,38.6848,-78.1592,7409,Rappahannock_VA,27.79382526165735
2622,Chariton,Missouri,39.5151,-92.9626,7406,Chariton_MO,9.79798113432204
2623,Grand Isle,Vermont,44.7981,-73.2948,7393,Grand Isle_VT,89.48196562575647
2624,Hutchinson,South Dakota,43.3349,-97.7544,7393,Hutchinson_SD,9.095494697472995
2625,Worth,Iowa,43.3774,-93.2608,7380,Worth_IA,18.45
2626,Gilmer,West Virginia,38.9241,-80.8571,7376,Gilmer_WV,21.690927804734596
2627,Lee,Kentucky,37.5948,-83.7162,7375,Lee_KY,35.142475936338506
2628,Pepin,Wisconsin,44.5829,-92.0016,7372,Pepin_WI,31.737558119510936
2629,Crook,Wyoming,44.5885,-104.5699,7339,Crook_WY,2.567349637408652
2630,Elliott,Kentucky,38.1179,-83.0976,7336,Elliott_KY,31.35578731407078
2631,Castro,Texas,34.5299,-102.2617,7328,Castro_TX,8.157540270062674
2632,Ferry,Washington,48.4703,-118.5166,7326,Ferry_WA,3.323986606049057
2633,Pierce,Nebraska,42.2644,-97.6013,7312,Pierce_NE,12.740229644730194
2634,Broadwater,Montana,46.3324,-111.4955,7310,Broadwater_MT,6.135896252150921
2635,Grant,Kansas,37.5623,-101.308,7284,Grant_KS,12.670911178373865
2636,Kingman,Kansas,37.5589,-98.1363,7284,Kingman_KS,8.436902762494933
2637,Grant,Oregon,44.4916,-119.0073,7238,Grant_OR,1.5982864461422954
2638,Van Buren,Iowa,40.7532,-91.95,7236,Van Buren_IA,14.925126851202508
2639,East Carroll,Louisiana,32.7325,-91.235,7195,East Carroll_LA,17.072418375094912
2640,Dallam,Texas,36.2779,-102.6022,7180,Dallam_TX,4.771747004366348
2641,Fall River,South Dakota,43.2394,-103.5275,7179,Fall River_SD,4.126194061591162
2642,Newton,Arkansas,35.92,-93.2179,7175,Newton_AR,8.71842229971931
2643,Beaver,Utah,38.357,-113.2355,7172,Beaver_UT,2.7691654279040137
2644,Jefferson,Nebraska,40.1757,-97.1427,7155,Jefferson_NE,12.486693076909653
2645,Shannon,Missouri,37.1574,-91.4005,7137,Shannon_MO,7.109769582499029
2646,Jefferson,Mississippi,31.7342,-91.0373,7127,Jefferson_MS,13.721866035156626
2647,Caribou,Idaho,42.7705,-111.5623,7118,Caribou_ID,4.030554753370592
2648,Goliad,Texas,28.6571,-97.4264,7096,Goliad_TX,8.313806354859874
2649,Bailey,Texas,34.0686,-102.8299,7044,Bailey_TX,8.520727237537649
2650,Pocahontas,Iowa,42.7342,-94.6787,7040,Pocahontas_IA,12.186255842132594
2651,Nemaha,Nebraska,40.3877,-95.8498,7035,Nemaha_NE,17.18788174932812
2652,Powell,Montana,46.8564,-112.9361,7029,Powell_MT,3.0220040069821232
2653,Union,Indiana,39.6256,-84.9252,7028,Union_IN,43.50355926957598
2654,Bon Homme,South Dakota,42.9885,-97.8846,7024,Bon Homme_SD,12.468491497142045
2655,Kit Carson,Colorado,39.3055,-102.603,7015,Kit Carson_CO,3.246377616423015
2656,Blaine,Montana,48.4327,-108.9586,6997,Blaine_MT,1.6556322731166206
2657,Brooks,Texas,27.0316,-98.2187,6987,Brooks_TX,7.407132558731236
2658,Swisher,Texas,34.5304,-101.735,6981,Swisher_TX,7.752962473484891
2659,Tillman,Oklahoma,34.3728,-98.9242,6967,Tillman_OK,7.989953782813629
2660,Wabaunsee,Kansas,38.9533,-96.205,6961,Wabaunsee_KS,8.729840226742581
2661,Huerfano,Colorado,37.6847,-104.9606,6946,Huerfano_CO,4.366164425754461
2662,La Salle,Texas,28.3452,-99.0996,6946,La Salle_TX,4.665345736642375
2663,Ida,Iowa,42.3869,-95.5135,6944,Ida_IA,16.084871788932386
2664,Southeast Fairbanks,Alaska,63.8762,-143.213,6936,Southeast Fairbanks_AK,0.279509938802798
2665,Weston,Wyoming,43.8404,-104.5677,6835,Weston_WY,2.8504583253400946
2666,Schuyler,Illinois,40.158,-90.6151,6826,Schuyler_IL,15.609064508014908
2667,Hancock,Tennessee,36.5236,-83.2219,6790,Hancock_TN,30.545683566512214
2668,Pembina,North Dakota,48.7675,-97.5518,6787,Pembina_ND,6.06659217877095
2669,Forest,Pennsylvania,41.513,-79.236,6785,Forest_PA,15.848360272820704
2670,Childress,Texas,34.5291,-100.2076,6772,Childress_TX,9.533462848776642
2671,Burt,Nebraska,41.8515,-96.3286,6730,Burt_NE,13.6574872658644
2672,Clinch,Georgia,30.915,-82.7063,6722,Clinch_GA,8.306046040356362
2673,Russell,Kansas,38.9148,-98.7624,6717,Russell_KS,7.592575846633811
2674,Tucker,West Virginia,39.1136,-79.565,6698,Tucker_WV,15.990641487812448
2675,Galax,Virginia,36.666,-80.9176,6698,Galax_VA,813.8517618469016
2676,Kearney,Nebraska,40.5067,-98.948,6697,Kearney_NE,12.9779276398659
2677,Lac qui Parle,Minnesota,44.9955,-96.1735,6694,Lac qui Parle_MN,8.75181403375737
2678,Refugio,Texas,28.3253,-97.1656,6693,Refugio_TX,8.689837836434219
2679,Lake,Tennessee,36.3352,-89.4935,6691,Lake_TN,40.9435809570432
2680,Charles City,Virginia,37.3567,-77.0622,6686,Charles City_VA,36.58349748303787
2681,Monroe,Arkansas,34.6778,-91.2039,6681,Monroe_AR,11.012939915931756
2682,Clark,Missouri,40.4103,-91.7384,6680,Clark_MO,13.16749127752262
2683,King and Queen,Virginia,37.7186,-76.8953,6676,King and Queen_VA,21.1092139378992
2684,Thurston,Nebraska,42.1582,-96.544,6666,Thurston_NE,16.926944465605242
2685,Buena Vista,Virginia,37.7319,-79.3569,6612,Buena Vista_VA,968.0819912152269
2686,Moore,Tennessee,35.2846,-86.3587,6611,Moore_TN,51.17665273262114
2687,Fremont,Iowa,40.7456,-95.6047,6570,Fremont_IA,12.855130312279877
2688,Bear Lake,Idaho,42.2848,-111.3297,6552,Bear Lake_ID,6.745043134509666
2689,Surry,Virginia,37.1098,-76.9002,6552,Surry_VA,23.476297968397294
2690,Wayne,Iowa,40.7395,-93.3274,6518,Wayne_IA,12.401065449010654
2691,Rio Blanco,Colorado,39.9798,-108.2171,6518,Rio Blanco_CO,2.0236140044769124
2692,Saguache,Colorado,38.0805,-106.2815,6511,Saguache_CO,2.054954488644254
2693,Pershing,Nevada,40.4404,-118.4044,6505,Pershing_NV,1.0776004876949785
2694,Howard,Nebraska,41.2201,-98.5171,6492,Howard_NE,11.40007375278768
2695,Wolfe,Kentucky,37.7393,-83.4932,6484,Wolfe_KY,29.104946584073975
2696,Fulton,Kentucky,36.554,-89.1874,6440,Fulton_KY,30.820770519262982
2697,Wilkin,Minnesota,46.357,-96.4683,6413,Wilkin_MN,8.534394421303382
2698,Norman,Minnesota,47.3265,-96.4553,6411,Norman_MN,7.316238145776986
2699,Bottineau,North Dakota,48.7922,-100.8333,6390,Bottineau_ND,3.8295806639138434
2700,Treutlen,Georgia,32.4039,-82.5673,6387,Treutlen_GA,31.829961128276686
2701,Moody,South Dakota,44.022,-96.6709,6371,Moody_SD,12.25970327323109
2702,Ellsworth,Kansas,38.6966,-98.2047,6366,Ellsworth_KS,8.892179184534369
2703,Dallas,Arkansas,33.9699,-92.6544,6351,Dallas_AR,9.515747205657608
2704,Luce,Michigan,46.4706,-85.5444,6325,Luce_MI,7.003809186340081
